Class,Region ID,Centroid X,Centroid Y,Orientation,Percent Filled,Aspect Ratio
specs,9,329.301,230.291,0.0100741,100,0.749609
specs,1,17.5111,249.126,0.783474,100,1.5
specs,2,451.057,291.764,0.405693,100,1.68141
specs,3,532.548,247.098,0.529889,100,5.5787
specs,4,568.65,219.062,0.426066,100,2.79487
specs,5,176.799,274.471,-0.143751,100,1.67101
specs,6,63.1494,196.161,0.0574486,100,0.181818
specs,7,484.335,192.298,0.0290572,100,13.0591
specs,8,159.452,177.856,0.0348518,100,0.0981595
specs,9,329.207,231.085,0.00198491,100,0.749609
specs,1,18.2593,251.259,0.785398,100,1.5
specs,2,531.549,248.266,0.531133,100,5.6009
specs,3,450.348,293.039,0.403952,100,1.64442
specs,4,0,0,0,0,0
specs,5,567.345,220.062,0.40552,100,3.15385
specs,6,176.89,276.272,-0.146152,100,1.66823
specs,7,63.9545,198.333,0.060487,100,0.222222
specs,8,483.551,193.797,0.0284407,100,13.5098
specs,9,159.123,180.073,0.0325895,100,10.2648
specs,10,329.319,230.355,0.00896145,100,0.749609
specs,1,19.3178,251.38,0.695296,100,1.5
specs,2,451.327,293.481,0.404299,100,1.64313
specs,3,532.54,248.831,0.530837,100,5.62316
specs,4,568.987,220.993,0.462038,100,2.84722
specs,5,177.884,276.508,-0.145522,100,1.66818
specs,6,65.037,198.556,-0.0205057,100,0.2
specs,7,484.988,194.383,0.0290843,100,13.2415
specs,8,159.801,180.393,0.0315358,100,0.0993789
specs,9,329.186,230.144,0.00956417,100,0.749609
specs,1,21.0217,251.783,0.748095,100,1.66667
specs,2,532.359,249.529,0.531751,100,5.67478
specs,3,451.527,294.026,0.406382,100,1.66968
specs,4,568.782,221.84,0.44212,100,2.63636
specs,5,179.015,276.834,-0.144994,100,1.66667
specs,6,66.1944,199.125,0.0853972,100,0.2
specs,7,484.989,195.204,0.0302464,100,13.3578
specs,8,161.735,180.972,0.0345453,100,10.1255
specs,9,329.17,229.909,0.0116192,100,0.749609
specs,1,62.75,316.167,-0.854863,100,0.25
specs,2,432.007,310.749,0.673136,100,6.26048
specs,3,0,0,0,0,0
specs,4,229.016,281.383,-0.313146,100,0.536953
specs,5,483.388,266.597,0.257639,100,0.609479
specs,6,152.311,237.863,-0.425159,100,0.227216
specs,7,572,197.75,0.579193,100,2
specs,8,219.224,178.854,0.00123386,100,0.134146
specs,9,478.668,170.077,-0.122701,100,0.177305
specs,10,322.976,232.649,0.182422,100,0.749609
specs,1,59.4086,320.344,-0.935201,100,0.363636
specs,2,428.706,313.756,0.665185,100,6.32394
specs,3,0,0,0,0,0
specs,4,225.223,284.762,-0.322332,100,0.534031
specs,5,148.827,241.291,-0.431183,100,0.228192
specs,6,479.597,268.535,0.249832,100,0.605072
specs,7,568.667,199.333,0.785398,100,0.5
specs,8,214.388,182.242,-0.00691218,100,0.134969
specs,9,474.481,172.078,-0.127417,100,0.174757
specs,10,323.905,231.723,0.17977,100,0.749609
specs,1,53.3827,312.753,-0.851753,100,0.363636
specs,2,431.662,306.543,0.679905,100,6.29705
specs,3,223.923,277.16,-0.311863,100,0.529762
specs,4,145.075,232.721,-0.42697,100,0.232968
specs,5,484.38,261.409,0.255873,100,0.610511
specs,6,0,0,0,0,0
specs,7,575,191.037,0.736175,100,1
specs,8,213.219,172.024,-0.00132344,100,0.135294
specs,9,479.4,162.643,-0.126018,100,0.178545
specs,10,322.581,235.746,0.180609,100,0.749609
specs,1,0,0,0,0,0
specs,2,49.6259,309.15,-0.85705,100,0.357143
specs,3,437.872,300.294,0.723916,100,6.44485
specs,4,0,0,0,0,0
specs,5,226.27,272.023,-0.307907,100,0.533333
specs,6,494.619,256.485,0.273103,100,0.624181
specs,7,144.425,225.631,-0.421135,100,0.235633
specs,8,587.741,184.935,0.613601,100,1.8
specs,9,215.105,162.783,0.00305727,100,0.135593
specs,10,490.518,154.208,-0.121702,100,0.180355
specs,11,319.953,238.88,0.207936,100,0.749609
specs,1,46.8647,309.338,-0.828494,100,0.352941
specs,2,445.802,296.617,0.766707,100,6.63636
specs,3,0,0,0,0,0
specs,4,0,0,0,0,0
specs,5,0,0,0,0,0
specs,6,229.912,270.376,-0.3057,100,0.538251
specs,7,506.709,254.336,0.29324,100,0.649248
specs,8,145.029,222.156,-0.425578,100,0.236898
specs,9,350.811,391.989,-0.0576572,100,0.435055
specs,10,602.49,181.333,0.630786,100,2.13333
specs,11,632.898,203.365,-1.54855,100,5.33333
specs,12,217.92,157.081,0.0020541,100,0.142077
specs,13,504.045,148.398,-0.117772,100,0.183588
specs,14,278.98,86.4117,-0.141677,100,0.500782
specs,1,25.1713,298.15,-0.842928,100,0.418605
specs,2,445.279,282.81,0.791512,100,6.54659
specs,3,219.951,257.574,-0.298541,100,0.533635
specs,4,510.31,241.03,0.305283,100,0.641176
specs,5,342.006,386.343,-0.0533256,100,0.458529
specs,6,130.406,206.233,-0.422601,100,0.242076
specs,7,610.041,166.464,0.677862,100,2
specs,8,636.855,193.515,-1.53695,100,10
specs,9,208.227,137.296,0.0107833,100,0.152284
specs,10,508.345,129.716,-0.113847,100,0.190695
specs,11,279.944,73.681,-0.126397,100,0.453834
specs,1,17.8786,303.41,-0.854192,100,0.409091
specs,2,442.098,285.041,0.782035,100,6.62674
specs,3,0,0,0,0,0
specs,4,214.666,260.394,-0.310925,100,0.531899
specs,5,124.452,209.043,-0.428964,100,0.24426
specs,6,506.879,241.503,0.294877,100,0.654071
specs,7,342.416,386.766,-0.055152,100,0.458529
specs,8,607.067,165.413,0.674716,100,1.95455
specs,9,635.624,189.342,-1.54095,100,8.33333
specs,10,201.243,139.019,0.00106028,100,0.145
specs,11,504.152,129.488,-0.12286,100,0.190226
specs,12,281.555,72.7445,-0.121623,100,0.452269
specs,1,9.69002,306.461,-0.862375,100,0.419753
specs,2,437.658,285.789,0.772876,100,6.7601
specs,3,208.22,261.808,-0.31733,100,0.53353
specs,4,117.584,210.294,-0.435133,100,0.246598
specs,5,502.24,241.064,0.285186,100,0.65339
specs,6,342.06,386.539,-0.0562022,100,0.458529
specs,7,602.752,163.926,0.642743,100,1.92784
specs,8,633.619,186.53,-1.54551,100,5.78571
specs,9,193.708,139.632,-0.00580415,100,0.145
specs,10,499.113,128.552,-0.126277,100,0.189936
specs,11,284.073,70.9139,-0.113315,100,0.446009
specs,1,4.48864,307.617,-0.984076,100,1.6
specs,2,436.122,285.146,0.779772,100,7.01802
specs,3,0,0,0,0,0
specs,4,204.776,262.41,-0.323388,100,0.534884
specs,5,113.106,210.224,-0.434658,100,0.250766
specs,6,501.824,240.387,0.285041,100,0.654036
specs,7,341.543,386.287,-0.0561347,100,0.460094
specs,8,602.935,162.333,0.651032,100,2.02273
specs,9,633.879,185.176,-1.54511,100,6.23077
specs,10,189.416,138.695,-0.0086416,100,0.149479
specs,11,498.414,126.746,-0.12972,100,0.189204
specs,12,285.459,69.1216,-0.108313,100,0.444444
specs,1,4.27198,307.957,-0.973328,100,0.5
specs,2,436.317,285.421,0.776629,100,7.01802
specs,3,204.768,262.427,-0.322665,100,0.534884
specs,4,112.863,210.376,-0.438447,100,0.250766
specs,5,501.672,240.362,0.286283,100,0.654647
specs,6,341.563,386.379,-0.0560499,100,0.460094
specs,7,603.018,162.354,0.651732,100,2.02273
specs,8,633.884,185.133,-1.54469,100,6.23077
specs,9,189.479,138.699,-0.00849601,100,0.149363
specs,10,498.388,126.744,-0.129918,100,0.189204
specs,11,285.46,69.0918,-0.108237,100,0.444444
specs,1,56.4568,313.975,-0.855959,100,0.25
specs,2,379.866,313.025,0.579828,100,7.21086
specs,3,0,0,0,0,0
specs,4,200.95,282.129,-0.315962,100,0.523809
specs,5,419.49,269.591,0.223073,100,0.585714
specs,6,134.585,243.756,-0.421318,100,0.234967
specs,7,190.998,193.485,0.000109285,100,0.116788
specs,8,416.394,188.474,-0.109666,100,0.161067
specs,9,334.07,233.033,0.109689,100,0.749609
specs,1,0,0,0,0,0
specs,2,56.8,309.489,-0.866824,100,0.322581
specs,3,371.944,309.851,0.523797,100,7.2375
specs,4,195.957,279.064,-0.318553,100,0.520396
specs,5,407.528,266.137,0.206889,100,0.572464
specs,6,131.315,242.607,-0.425351,100,0.236673
specs,7,186.44,193.724,-0.00130866,100,0.128788
specs,8,404.003,188.1,-0.109912,100,0.164607
specs,9,334.828,234.17,0.0989214,100,0.749609
specs,1,625.766,473.774,-0.219133,100,0.395349
specs,2,32.254,288.778,-0.922765,100,0.4
specs,3,228.222,293.222,-0.785398,100,0.0522496
specs,4,356.369,292.081,0.424041,100,6.31579
specs,5,174.969,259.434,-0.304838,100,0.517794
specs,6,389.262,247.751,0.196009,100,1.79251
specs,7,109.648,222.846,-0.419671,100,0.238721
specs,8,166.026,173.143,0.00963096,100,0.136691
specs,9,385.341,169.35,-0.10684,100,0.176119
specs,10,336.236,240.364,0.021178,100,0.749609
specs,1,612.889,468.572,-0.220816,100,0.407407
specs,2,12.9444,270.333,-0.859924,100,0.333333
specs,3,350.859,278.357,0.3068,100,5.8
specs,4,219.328,270.249,-0.841887,100,0.0884041
specs,5,0,0,0,0,0
specs,6,159.53,242.677,-0.292978,100,0.504559
specs,7,378.606,232.636,0.19505,100,1.84095
specs,8,93.4321,205.238,-0.400954,100,0.230263
specs,9,151.561,154.344,0.020155,100,6.81965
specs,10,374.326,152.77,-0.101782,100,0.185599
specs,11,336.876,244.736,-0.0592643,100,0.749609
specs,1,634.136,476.867,-0.250828,100,0.368421
specs,2,0,0,0,0,0
specs,3,0,0,0,0,0
specs,4,36.3958,299.625,-0.848377,100,0.333333
specs,5,358.851,300.926,0.389958,100,6.74932
specs,6,239,291.5,-0.847576,100,0.0810811
specs,7,177.268,269.003,-0.321802,100,0.514888
specs,8,112.682,233.217,-0.426493,100,0.23145
specs,9,390.208,255.315,0.184433,100,0.553957
specs,10,167.714,183.268,-0.000707249,100,0.132353
specs,11,385.546,177.168,-0.115639,100,0.17161
specs,12,336.543,238.089,0.0543124,100,0.749609
specs,1,633.22,476.608,-0.237363,100,0.321168
specs,2,31.2464,290.145,-0.902836,100,0.3
specs,3,361.484,292.465,0.393121,100,6.54255
specs,4,234.5,289,-1.01722,100,0.0524935
specs,5,0,0,0,0,0
specs,6,0,0,0,0,0
specs,7,176.171,259.731,-0.309208,100,0.504451
specs,8,394.398,247.173,0.193949,100,0.560284
specs,9,110,222.715,-0.416393,100,0.235672
specs,10,0,0,0,0,0
specs,11,167.135,171.887,0.00756548,100,0.134752
specs,12,389.805,167.076,-0.113826,100,0.175944
specs,13,336.618,241.01,0.03191,100,0.749609
specs,1,634.385,477.115,-0.223382,100,0.411765
specs,2,0,0,0,0,0
specs,3,32.4643,294.036,-0.86935,100,0.333333
specs,4,362.316,294.114,0.393454,100,6.4741
specs,5,239.75,285.75,-0.924548,100,0.0520834
specs,6,176.685,262.653,-0.31958,100,0.517839
specs,7,110.301,226.16,-0.428119,100,0.235375
specs,8,394.896,248.285,0.184668,100,0.558394
specs,9,166.781,174.666,-0.00209729,100,0.135714
specs,10,389.817,168.078,-0.121707,100,0.175885
specs,11,336.725,240.352,0.0426721,100,1.33403
specs,1,634.472,477.222,-0.218581,100,0.367213
specs,2,0,0,0,0,0
specs,3,0,0,0,0,0
specs,4,32.3651,292.936,-0.861099,100,0.3
specs,5,243.5,281,-1.01722,100,0.0625
specs,6,0,0,0,0,0
specs,7,363.766,291.297,0.41771,100,6.48746
specs,8,177.876,260.534,-0.318578,100,0.511377
specs,9,110.666,223.995,-0.426179,100,0.239692
specs,10,397.808,245.74,0.182169,100,0.557395
specs,11,167.306,171.864,-0.00552998,100,0.133803
specs,12,392.585,164.729,-0.124177,100,0.176535
specs,13,336.674,241.091,0.0415012,100,0.749609
specs,1,33.3462,293.077,-0.87607,100,0.272727
specs,2,241.5,284,-1.01722,100,0.0460123
specs,3,363.783,291.786,0.409767,100,6.48454
specs,4,0,0,0,0,0
specs,5,177.894,261.075,-0.321788,100,0.518744
specs,6,111.036,224.583,-0.431865,100,0.231988
specs,7,397.193,246.033,0.180626,100,0.555695
specs,8,167.893,172.59,-0.00269109,100,0.134752
specs,9,392.07,165.231,-0.123992,100,0.174292
specs,10,336.719,240.942,0.0441891,100,0.749609
specs,1,33.3462,293.077,-0.87607,100,0.272727
specs,2,241.5,284,-1.01722,100,0.0460123
specs,3,363.783,291.786,0.409767,100,6.48454
specs,4,0,0,0,0,0
specs,5,177.894,261.075,-0.321788,100,0.518744
specs,6,111.036,224.583,-0.431865,100,0.231988
specs,7,397.193,246.033,0.180626,100,0.555695
specs,8,167.893,172.59,-0.00269109,100,0.134752
specs,9,392.07,165.231,-0.123992,100,0.174292
specs,10,336.719,240.942,0.0441891,100,0.749609
specs,1,319.463,239.472,-0.000578239,100,0.749609
specs,1,319.484,239.488,-0.000252368,100,0.749609
specs,1,319.5,239.5,0,100,0.749609
specs,1,47.9048,312.81,0.954661,100,2.5
specs,2,390.913,286.848,0.533019,100,8.02
specs,3,124.813,246.016,-0.549328,100,0.244349
specs,4,201.222,279.078,-0.429223,100,0.54092
specs,5,429.838,237.382,0.117585,100,0.62418
specs,6,177.042,185.489,-0.123109,100,0.120543
specs,7,419.32,150.71,-0.232731,100,0.153704
specs,8,335.163,238.151,0.146577,100,0.749609
specs,1,44.3704,315.37,0.785398,100,2.5
specs,2,387.703,287.466,0.544195,100,7.94573
specs,3,121.676,247.588,-0.549822,100,0.248489
specs,4,198.221,280.717,-0.43437,100,0.544008
specs,5,427.377,238.123,0.112991,100,0.622932
specs,6,173.457,186.993,-0.126818,100,0.119667
specs,7,416.875,151.24,-0.234722,100,0.15342
specs,8,335.607,237.986,0.145524,100,0.749609
specs,1,43.3333,316.667,0.785398,100,2
specs,2,387.832,288.674,0.556428,100,7.62202
specs,3,121.183,248.746,-0.549247,100,0.250563
specs,4,197.945,282.12,-0.436297,100,0.533569
specs,5,427.852,239.275,0.114941,100,0.623823
specs,6,173.16,188.069,-0.127034,100,0.119247
specs,7,417.28,152.206,-0.234931,100,0.154866
specs,8,335.602,237.606,0.147927,100,0.749609
specs,1,42,319.5,1.19161,100,1.5
specs,2,388.058,290.529,0.527156,100,8.00355
specs,3,119.962,250.433,-0.553434,100,0.244152
specs,4,196.827,283.851,-0.441019,100,0.545314
specs,5,427.175,240.161,0.110338,100,0.620409
specs,6,171.644,189.642,-0.13012,100,0.119124
specs,7,416.11,152.996,-0.237088,100,0.154119
specs,8,335.792,237.213,0.151081,100,0.749609
specs,1,40.125,322.375,1.11222,100,1.5
specs,2,385.497,292.185,0.54051,100,8.45652
specs,3,117.762,253.111,-0.555794,100,0.251788
specs,4,194.63,286.174,-0.444942,100,0.536283
specs,5,424.594,241.787,0.104792,100,0.621692
specs,6,169.062,192.206,-0.134073,100,0.118154
specs,7,413.395,154.903,-0.239059,100,0.153888
specs,8,336.202,236.614,0.152234,100,0.749609
specs,1,39.125,322.375,1.11222,100,1.5
specs,2,385.321,292.536,0.519021,100,9.15385
specs,3,117.263,253.29,-0.555341,100,0.247741
specs,4,194.109,286.373,-0.445955,100,0.537234
specs,5,424.141,241.925,0.103924,100,0.620873
specs,6,168.681,192.403,-0.134552,100,0.118336
specs,7,412.966,155.027,-0.239652,100,0.153009
specs,8,336.253,236.603,0.151601,100,0.749609
specs,1,39.125,322.375,1.11222,100,1.5
specs,2,385.321,292.536,0.519021,100,9.15385
specs,3,117.263,253.29,-0.555341,100,0.247741
specs,4,194.109,286.373,-0.445955,100,0.537234
specs,5,424.141,241.925,0.103924,100,0.620873
specs,6,168.681,192.403,-0.134552,100,0.118336
specs,7,412.966,155.027,-0.239652,100,0.153009
specs,8,336.253,236.603,0.151601,100,0.749609
specs,1,52.3333,368.667,0.785398,100,2
specs,2,0,0,0,0,0
specs,3,416.76,308.82,0.663163,100,14.0897
specs,4,133.986,283.445,-0.61194,100,0.253681
specs,5,219.269,317.374,-0.510466,100,0.567961
specs,6,464.761,257.461,0.115433,100,0.686111
specs,7,185.477,216.105,-0.186977,100,0.103976
specs,8,452.712,162.326,-0.28226,100,0.136097
specs,9,331.115,224.343,0.271613,100,0.749609
specs,1,58.6667,374.333,0.785398,100,2
specs,2,0,0,0,0,0
specs,3,418.447,313.431,0.658363,100,13.5333
specs,4,138.681,289.123,-0.617368,100,0.254428
specs,5,223.275,322.589,-0.517166,100,0.570962
specs,6,466.627,262.59,0.114339,100,0.690504
specs,7,189.385,222.445,-0.192919,100,0.101037
specs,8,454.632,168.176,-0.284081,100,0.134439
specs,9,329.775,222.18,0.261571,100,0.749609
specs,1,0,0,0,0,0
specs,2,418.182,317.5,0.639975,100,17.1667
specs,3,138.794,293.149,-0.619843,100,0.257373
specs,4,222.944,326.436,-0.524133,100,0.560836
specs,5,465.479,265.754,0.109367,100,0.689076
specs,6,188.815,226.815,-0.195092,100,0.099504
specs,7,453.083,171.807,-0.286034,100,0.132311
specs,8,329.581,221.046,0.25588,100,1.33403
specs,1,58.7778,379.222,0.785398,100,4
specs,2,420,320.2,0.614788,100,15
specs,3,138.706,294.219,-0.62146,100,0.255809
specs,4,222.875,327.47,-0.523037,100,0.567401
specs,5,465.147,266.989,0.111037,100,0.689474
specs,6,188.912,227.902,-0.19558,100,0.098916
specs,7,452.909,173.144,-0.286039,100,0.130878
specs,8,329.573,220.676,0.253524,100,1.33403
specs,1,53.6667,382.333,0.785398,100,2
specs,2,413.6,320.3,0.638143,100,18.8571
specs,3,134.024,296.852,-0.62479,100,0.254805
specs,4,218.254,329.842,-0.529109,100,0.568472
specs,5,183.794,230.304,-0.200701,100,0.0996236
specs,6,460.555,268.156,0.102106,100,0.688525
specs,7,447.803,174.536,-0.287138,100,0.131301
specs,8,330.816,220.338,0.254612,100,0.749609
specs,1,53.3333,381.667,0.785398,100,2
specs,2,0,0,0,0,0
specs,3,416.167,320.667,0.62687,100,16.3889
specs,4,134.194,295.389,-0.620506,100,0.255114
specs,5,218.702,328.76,-0.526373,100,0.574225
specs,6,184.073,228.867,-0.196863,100,0.0982095
specs,7,461.733,267.389,0.107178,100,0.688126
specs,8,449.22,173.397,-0.287219,100,0.132615
specs,9,330.742,220.603,0.25685,100,0.749609
specs,1,48.3333,385.667,0.785398,100,2
specs,2,0,0,0,0,0
specs,3,0,0,0,0,0
specs,4,0,0,0,0,16.3333
specs,5,0,0,0,0,0
specs,6,129.251,298.521,-0.629377,100,0.254217
specs,7,213.909,331.447,-0.535905,100,0.578431
specs,8,177.887,231.69,-0.206155,100,0.0974486
specs,9,457.136,267.96,0.0946202,100,0.684223
specs,10,444.287,173.974,-0.292944,100,0.129805
specs,11,331.906,220.249,0.259955,100,0.749609
specs,1,0,0,0,0,0
specs,2,0,0,0,0,0
specs,3,0,0,0,0,22.5
specs,4,129.004,299.55,-0.632035,100,0.254101
specs,5,0,0,0,0,0
specs,6,213.233,332.318,-0.537534,100,0.554545
specs,7,177.098,232.994,-0.206643,100,0.0977686
specs,8,455.645,268.75,0.0911287,100,0.683739
specs,9,442.657,175.137,-0.294076,100,0.130647
specs,10,332.048,220.102,0.257406,100,0.749609
specs,1,0,0,0,0,0
specs,2,0,0,0,0,0
specs,3,0,0,0,0,0
specs,4,0,0,0,0,0
specs,5,128.205,300.89,-0.631337,100,0.246059
specs,6,212.709,333.773,-0.537224,100,0.569886
specs,7,176.012,234.166,-0.206951,100,0.0965945
specs,8,455.922,270.229,0.0911774,100,0.684946
specs,9,442.894,176.273,-0.292694,100,0.128548
specs,10,332.064,219.52,0.258258,100,0.749609
specs,1,0,0,0,0,0
specs,2,227.169,305.294,0.512654,100,3.13636
specs,3,237.556,296.083,0.166687,100,0.5
specs,4,309.532,215.144,0.0536114,100,0.749609
specs,1,159.93,223.077,0.590438,100,2.9697
specs,2,170.134,209.489,0.660741,100,1.84127
specs,3,341.254,127.547,0.0527961,100,0.307018
specs,4,333.851,258.63,0.0728267,100,0.749609
specs,1,545.667,258.333,0.785398,100,2
specs,2,156.187,224.789,0.580535,100,3.22222
specs,3,166.292,211.198,0.638666,100,1.78344
specs,4,0,0,0,0,0
specs,5,334.503,128.612,0.0530388,100,0.310044
specs,6,335.461,258.207,0.0590282,100,0.749609
specs,1,0,0,0,0,0
specs,2,156.871,222.5,0.574558,100,3.05556
specs,3,167.118,208.881,0.593781,100,1.87143
specs,4,338.163,125.321,0.0540945,100,0.303797
specs,5,334.893,260.391,0.0543435,100,0.749609
specs,1,546.889,252.222,0.950547,100,1.66667
specs,2,148.717,218.343,0.557732,100,2.85294
specs,3,159.42,204.484,0.500754,100,1.49315
specs,4,331.429,118.554,0.067444,100,0.312236
specs,5,337.064,265.159,0.00395065,100,0.749609
specs,1,129.445,206.707,0.540313,100,2.62963
specs,2,140.303,191.911,0.585797,100,1.55952
specs,3,0,0,0,0,0
specs,4,10.6677,201.83,1.40294,100,0.348315
specs,5,0,0,0,0,0
specs,6,0,0,0,0,0
specs,7,0,0,0,0,0
specs,8,315.445,99.7287,0.0994174,100,3.1405
specs,9,346.862,279.862,-0.160991,100,0.749609
specs,1,539.75,245.333,0.982794,100,1.25
specs,2,134.539,212.726,0.535005,100,2.62963
specs,3,145.249,198.187,0.559537,100,1.62963
specs,4,0,0,0,0,0
specs,5,13.7747,207.656,1.43198,100,0.382353
specs,6,317.408,108.367,0.0828277,100,0.309237
specs,7,346.124,273.634,-0.120371,100,0.749609
specs,1,539.556,243.222,-1.32258,100,2
specs,2,133.106,209.861,0.559419,100,2.66667
specs,3,143.818,195.1,0.58576,100,1.60465
specs,4,0,0,0,0,0
specs,5,0,0,0,0,0
specs,6,13.1018,203.737,1.43577,100,0.366337
specs,7,0,0,0,0,0
specs,8,317.332,104.571,0.106142,100,0.321138
specs,9,346.347,276.081,-0.14013,100,0.749609
specs,1,537.133,244.133,0.785398,100,1.5
specs,2,132.25,211.256,0.552157,100,2.47619
specs,3,142.692,196.344,0.570219,100,1.52
specs,4,0,0,0,0,0
specs,5,0,0,0,0,0
specs,6,12.6117,205.879,1.43891,100,0.36
specs,7,0,0,0,0,0
specs,8,0,0,0,0,0
specs,9,315.062,106.244,0.101368,100,0.314741
specs,10,346.498,274.705,-0.137603,100,0.749609
specs,1,537.133,244.133,0.785398,100,1.5
specs,2,132.25,211.256,0.552157,100,2.47619
specs,3,142.692,196.344,0.570219,100,1.52
specs,4,0,0,0,0,0
specs,5,0,0,0,0,0
specs,6,12.6117,205.879,1.43891,100,0.36
specs,7,0,0,0,0,0
specs,8,0,0,0,0,0
specs,9,315.062,106.244,0.101368,100,0.314741
specs,10,346.498,274.705,-0.137603,100,0.749609
specs,1,0,0,0,0,0
specs,2,119.084,228.1,0.532274,100,2.22222
specs,3,129.39,213.423,0.535803,100,1.51485
specs,4,6.98566,239.514,1.40058,100,0.246914
specs,5,0,0,0,0,0
specs,6,0,0,0,0,0
specs,7,0,0,0,0,0
specs,8,291.482,126.142,0.0687266,100,0.313453
specs,9,349.655,262.115,-0.110246,100,0.749609
specs,1,0,0,0,0,0
specs,2,118.265,228.144,0.526423,100,2.35294
specs,3,128.394,213.235,0.560877,100,1.51852
specs,4,6.51434,242.01,1.40592,100,0.253333
specs,5,0,0,0,0,0
specs,6,0,0,0,0,0
specs,7,0,0,0,0,0
specs,8,0,0,0,0,0
specs,9,290.371,126.055,0.0731371,100,0.309917
specs,10,349.759,262.267,-0.112478,100,0.749609
specs,1,511.333,256.333,-0.785398,100,0.5
specs,2,116.805,227.747,0.530143,100,2.26374
specs,3,5.65016,244.321,1.40648,100,0.285714
specs,4,126.766,212.886,0.552266,100,1.54321
specs,5,0,0,0,0,0
specs,6,0,0,0,0,0
specs,7,287.284,125.48,0.0719687,100,0.320833
specs,8,350.007,262.868,-0.118435,100,0.749609
specs,1,0,0,0,0,0
specs,2,116.763,227.901,0.565251,100,2.48193
specs,3,126.509,212.954,0.563216,100,1.43478
specs,4,5.77539,243.277,1.4045,100,0.288136
specs,5,0,0,0,0,0
specs,6,0,0,0,0,0
specs,7,0,0,0,0,0
specs,8,285.203,125.954,0.0558318,100,0.32581
specs,9,350.06,262.408,-0.11828,100,0.749609
specs,1,520.733,256,0,100,0.666667
specs,2,133.95,227.81,0.537889,100,2.45833
specs,3,143.403,213.662,0.536789,100,1.58
specs,4,271,179,0.0446282,100,0.181818
specs,5,0,0,0,0,0
specs,6,14.8613,225.81,1.44055,100,0.411765
specs,7,303.095,128.057,0.0462624,100,0.309843
specs,8,347.389,260.565,-0.0603384,100,0.749609
specs,1,202.601,237.077,0.67871,100,4.6
specs,2,212.465,225.108,0.727237,100,2
specs,3,329.061,238.445,0.242398,100,0.749609
specs,1,231.838,274.764,0.220502,100,2.57895
specs,2,239.549,262.992,0.34617,100,0.666667
specs,3,390.045,187.086,-0.103228,100,0.273009
specs,4,317.721,225.489,0.213762,100,0.749609
specs,1,243.08,257.227,0.49347,100,2.7
specs,2,188.558,251.213,1.35024,100,1.9
specs,3,250.781,244.267,0.509775,100,1.66667
specs,4,0,0,0,0,0
specs,5,315.326,229.993,0.251149,100,0.749609
specs,1,177.895,281.158,1.36416,100,2.36364
specs,2,234.382,279.868,0.531069,100,1.70833
specs,3,241.576,267.48,0.320745,100,0.625
specs,4,314.337,228.421,0.15548,100,0.749609
specs,1,225.362,319.993,0.299836,100,3.08889
specs,2,231.407,306.692,0.122644,100,0.807692
specs,3,0,0,0,0,0
specs,4,0,0,0,0,0
specs,5,0,0,0,0,0
specs,6,0,0,0,0,0
specs,7,314.685,225.066,0.0811219,100,1.33403
specs,1,225.362,319.993,0.299836,100,3.08889
specs,2,231.407,306.692,0.122644,100,0.807692
specs,3,0,0,0,0,0
specs,4,0,0,0,0,0
specs,5,0,0,0,0,0
specs,6,0,0,0,0,0
specs,7,314.685,225.066,0.0811219,100,1.33403
specs,1,225.362,319.993,0.299836,100,3.08889
specs,2,231.407,306.692,0.122644,100,0.807692
specs,3,0,0,0,0,0
specs,4,0,0,0,0,0
specs,5,0,0,0,0,0
specs,6,0,0,0,0,0
specs,7,314.685,225.066,0.0811219,100,1.33403
specs,1,205.475,294.291,0.41484,100,2.9697
specs,2,395.667,279.333,0.785398,100,2
specs,3,212.09,281.306,0.324053,100,1
specs,4,326.616,224.522,0.175377,100,0.749609
specs,1,198.22,294.929,0.412836,100,3.25
specs,2,203.988,281.204,0.143657,100,1.15789
specs,3,0,0,0,0,0
specs,4,0,0,0,0,0
specs,5,0,0,0,0,0
specs,6,328.575,224.609,0.185905,100,0.749609
specs,1,200.709,296.206,0.445889,100,3.76471
specs,2,0,0,0,0,5
specs,3,207.163,282.863,-0.261913,100,0.8
specs,4,0,0,0,0,0
specs,5,0,0,0,0,0
specs,6,327.726,224.355,0.178853,100,0.749609
specs,1,196.992,295.587,0.436362,100,3.17949
specs,2,0,0,0,0,5
specs,3,202.987,281.883,-0.262119,100,0.888889
specs,4,0,0,0,0,0
specs,5,328.924,224.455,0.186788,100,0.749609
specs,1,0,0,0,0,0
specs,2,197.965,297.057,0.464088,100,3.36842
specs,3,0,0,0,0,5
specs,4,204.248,283.523,0.149231,100,1.27273
specs,5,0,0,0,0,0
specs,6,0,0,0,0,0
specs,7,328.384,224.231,0.180374,100,0.749609
specs,1,196.117,300.158,0.440809,100,3.4
specs,2,0,0,0,0,5
specs,3,202.67,286.817,0.105817,100,0.8
specs,4,0,0,0,0,0
specs,5,0,0,0,0,0
specs,6,328.472,223.824,0.175212,100,0.749609
specs,1,0,0,0,0,0
specs,2,194.72,301.144,0.43017,100,3.76471
specs,3,0,0,0,0,5
specs,4,200.349,287.153,0.114142,100,1.2
specs,5,0,0,0,0,0
specs,6,0,0,0,0,0
specs,7,328.822,223.707,0.17661,100,0.749609
specs,1,195.403,304.062,0.446267,100,3.375
specs,2,0,0,0,0,0
